Week,This Week's Gross,Last Week's Gross,Diff $,Potential Gross,Gross % of Potential,Average Ticket,Top Ticket,Seats,Total,Per,This Week %,Last Week %,Diff %
,,,,,,,,Sold,Seats,,,,
04/24/2016,"$1,660,014 ","$1,612,361 ","$47,653 ",$1 ,166001400.00%,$120.20 ,$240.00 ,"13,810","14,456",8,95.50%,94.30%,1.20%
05/01/2016,"$1,625,910 ","$1,660,014 ","($34,104)",$1 ,162591000.00%,$118.22 ,$240.00 ,"13,753","14,456",8,95.10%,95.50%,-0.40%
05/08/2016,"$1,474,349 ","$1,625,910 ","($151,561)",$1 ,147434900.00%,$116.17 ,$240.00 ,"12,691","14,456",8,87.80%,95.10%,-7.30%
05/15/2016,"$1,478,453 ","$1,474,349 ","$4,104 ",$1 ,147845300.00%,$112.37 ,$240.00 ,"13,157","14,456",8,91%,87.80%,3.20%
05/22/2016,"$1,673,967 ","$1,478,453 ","$195,514 ",$1 ,167396700.00%,$117.82 ,$240.00 ,"14,208","14,456",8,98.30%,91%,7.30%
05/29/2016,"$1,744,424 ","$1,673,967 ","$70,457 ",$1 ,174442400.00%,$127.33 ,$240.00 ,"13,700","14,456",8,94.80%,98.30%,-3.50%
06/05/2016,"$1,684,817 ","$1,744,424 ","($59,607)",$1 ,168481700.00%,$126.96 ,$240.00 ,"13,270","14,456",8,91.80%,94.80%,-3%
06/12/2016,"$1,859,038 ","$1,684,817 ","$174,221 ",$1 ,185903800.00%,$128.12 ,$240.00 ,"14,510","14,936",8,97.10%,91.80%,5.30%
06/19/2016,"$1,818,372 ","$1,859,038 ","($40,666)",$1 ,181837200.00%,$129.75 ,$240.00 ,"14,014","14,456",8,96.90%,97.10%,-0.20%
06/26/2016,"$1,969,159 ","$1,818,372 ","$150,787 ",$1 ,196915900.00%,$134.61 ,$240.00 ,"14,629","14,936",8,97.90%,96.90%,1%
07/03/2016,"$1,863,121 ","$1,969,159 ","($106,038)",$1 ,186312100.00%,$134.29 ,$240.00 ,"13,874","14,456",8,96%,97.90%,-1.90%
07/10/2016,"$1,758,107 ","$1,863,121 ","($105,014)",$1 ,175810700.00%,$132.60 ,$240.00 ,"13,259","14,456",8,91.70%,96%,-4.30%
07/17/2016,"$1,780,497 ","$1,758,107 ","$22,390 ",$1 ,178049700.00%,$127.46 ,$240.00 ,"13,969","14,456",8,96.60%,91.70%,4.90%
07/24/2016,"$1,896,987 ","$1,780,497 ","$116,490 ",$1 ,189698700.00%,$130.03 ,$240.00 ,"14,589","14,936",8,97.70%,96.60%,1.10%
07/31/2016,"$1,899,742 ","$1,896,987 ","$2,755 ",$1 ,189974200.00%,$131.16 ,$240.00 ,"14,484","14,936",8,97%,97.70%,-0.70%
08/07/2016,"$1,927,412 ","$1,899,742 ","$27,670 ",$1 ,192741200.00%,$126.02 ,$240.00 ,"15,295","16,263",9,94%,97%,-3%
08/14/2016,"$1,779,664 ","$1,927,412 ","($147,748)",$1 ,177966400.00%,$128.92 ,$240.00 ,"13,804","14,456",8,95.50%,94%,1.50%
08/21/2016,"$1,575,605 ","$1,779,664 ","($204,059)",$1 ,157560500.00%,$124.78 ,$240.00 ,"12,627","14,456",8,87.30%,95.50%,-8.20%
08/28/2016,"$1,458,862 ","$1,575,605 ","($116,743)",$1 ,145886200.00%,$121.98 ,$240.00 ,"11,960","14,456",8,82.70%,87.30%,-4.60%
09/04/2016,"$1,408,374 ","$1,458,862 ","($50,488)",$1 ,140837400.00%,$116.20 ,$240.00 ,"12,120","14,456",8,83.80%,82.70%,1.10%
09/11/2016,"$1,393,168 ","$1,408,374 ","($15,206)",$1 ,139316800.00%,$94.04 ,$240.00 ,"14,814","14,936",8,99.20%,83.80%,15.40%
09/18/2016,"$1,500,094 ","$1,393,168 ","$106,926 ",$1 ,150009400.00%,$97.78 ,$240.00 ,"15,341","15,408",8,99.60%,99.20%,0.40%
09/25/2016,"$1,285,548 ","$1,500,094 ","($214,546)",$1 ,128554800.00%,$109.51 ,$240.00 ,"11,739","14,456",8,81.20%,99.60%,-18.40%
10/02/2016,"$1,368,350 ","$1,285,548 ","$82,802 ",$1 ,136835000.00%,$112.08 ,$240.00 ,"12,209","14,456",8,84.50%,81.20%,3.30%
10/09/2016,"$1,719,802 ","$1,368,350 ","$351,452 ",$1 ,171980200.00%,$124.36 ,$240.00 ,"13,829","14,456",8,95.70%,84.50%,11.20%
10/16/2016,"$1,653,148 ","$1,719,802 ","($66,654)",$1 ,165314800.00%,$117.75 ,$240.00 ,"14,039","14,456",8,97.10%,95.70%,1.40%
10/23/2016,"$1,682,068 ","$1,653,148 ","$28,920 ",$1 ,168206800.00%,$117.42 ,$240.00 ,"14,325","14,456",8,99.10%,97.10%,2%
10/30/2016,"$1,456,974 ","$1,682,068 ","($225,094)",$1 ,145697400.00%,$110.53 ,$240.00 ,"13,182","14,456",8,91.20%,99.10%,-7.90%
11/06/2016,"$1,435,835 ","$1,456,974 ","($21,139)",$1 ,143583500.00%,$114.89 ,$240.00 ,"12,497","14,456",8,86.40%,91.20%,-4.80%
11/13/2016,"$1,752,417 ","$1,435,835 ","$316,582 ",$1 ,175241700.00%,$121.47 ,$240.00 ,"14,427","14,456",8,99.80%,86.40%,13.40%
11/20/2016,"$1,481,062 ","$1,752,417 ","($271,355)",$1 ,148106200.00%,$117.66 ,$240.00 ,"12,588","14,456",8,87.10%,99.80%,-12.70%
11/27/2016,"$2,286,976 ","$1,481,062 ","$805,914 ",$1 ,228697600.00%,$160.67 ,$240.00 ,"14,234","14,456",8,98.50%,87.10%,11.40%
12/04/2016,"$1,736,046 ","$2,286,976 ","($550,930)",$1 ,173604600.00%,$132.20 ,$240.00 ,"13,132","14,456",8,90.80%,98.50%,-7.70%
12/11/2016,"$1,909,374 ","$1,736,046 ","$173,328 ",$1 ,190937400.00%,$130.49 ,$240.00 ,"14,632","14,936",8,98%,90.80%,7.20%
12/18/2016,"$2,092,270 ","$1,909,374 ","$182,896 ",$1 ,209227000.00%,$140.31 ,$240.00 ,"14,912","14,936",8,99.80%,98%,1.80%
12/25/2016,"$2,245,595 ","$2,092,270 ","$153,325 ",$1 ,224559500.00%,$153.29 ,$240.00 ,"14,649","14,936",8,98.10%,99.80%,-1.70%
01/01/2017,"$3,162,603 ","$2,245,595 ","$917,008 ",$1 ,316260300.00%,$182.83 ,$240.00 ,"17,298","17,334",9,99.80%,98.10%,1.70%
01/08/2017,"$1,845,325 ","$3,162,603 ","($1,317,278)",$1 ,184532500.00%,$123.09 ,$240.00 ,"14,992","15,408",8,97.30%,99.80%,-2.50%
01/15/2017,"$1,668,863 ","$1,845,325 ","($176,462)",$1 ,166886300.00%,$124.50 ,$240.00 ,"13,405","14,456",8,92.70%,97.30%,-4.60%
01/22/2017,"$1,609,037 ","$1,668,863 ","($59,826)",$1 ,160903700.00%,$106.59 ,$240.00 ,"15,096","15,408",8,98%,92.70%,5.30%
01/29/2017,"$1,511,001 ","$1,609,037 ","($98,036)",$1 ,151100100.00%,$100.43 ,$240.00 ,"15,046","15,408",8,97.70%,98%,-0.30%
02/05/2017,"$1,464,623 ","$1,511,001 ","($46,378)",$1 ,146462300.00%,$98.97 ,$240.00 ,"14,799","14,936",8,99.10%,97.70%,1.40%
02/12/2017,"$1,306,187 ","$1,464,623 ","($158,436)",$1 ,130618700.00%,$106.47 ,$240.00 ,"12,268","14,456",8,84.90%,99.10%,-14.20%
02/19/2017,"$1,807,973 ","$1,306,187 ","$501,786 ",$1 ,180797300.00%,$127.39 ,$240.00 ,"14,192","14,456",8,98.20%,84.90%,13.30%
02/26/2017,"$1,764,072 ","$1,807,973 ","($43,901)",$1 ,176407200.00%,$120.48 ,$240.00 ,"14,642","14,936",8,98%,98.20%,-0.20%
03/05/2017,"$1,515,568 ","$1,764,072 ","($248,504)",$1 ,151556800.00%,$108.09 ,$240.00 ,"14,021","14,456",8,97%,98%,-1%
03/12/2017,"$1,697,075 ","$1,515,568 ","$181,507 ",$1 ,169707500.00%,$113.81 ,$240.00 ,"14,911","14,936",8,99.80%,97%,2.80%
03/19/2017,"$1,913,854 ","$1,697,075 ","$216,779 ",$1 ,191385400.00%,$124.94 ,$240.00 ,"15,318","15,408",8,99.40%,99.80%,-0.40%
03/26/2017,"$1,838,772 ","$1,913,854 ","($75,082)",$1 ,183877200.00%,$120.83 ,$240.00 ,"15,218","15,408",8,98.80%,99.40%,-0.60%
04/02/2017,"$1,875,410 ","$1,838,772 ","$36,638 ",$1 ,187541000.00%,$124.36 ,$240.00 ,"15,080","15,408",8,97.90%,98.80%,-0.90%
04/09/2017,"$1,898,005 ","$1,875,410 ","$22,595 ",$1 ,189800500.00%,$126.36 ,$240.00 ,"15,021","15,408",8,97.50%,97.90%,-0.40%
04/16/2017,"$2,554,030 ","$1,898,005 ","$656,025 ",$1 ,255403000.00%,$149.56 ,$240.00 ,"17,077","17,334",9,98.50%,97.50%,1%
04/23/2017,"$1,972,644 ","$2,554,030 ","($581,386)",$1 ,197264400.00%,$141.96 ,$240.00 ,"13,896","14,456",8,96.10%,98.50%,-2.40%
04/30/2017,"$1,591,560 ","$1,972,644 ","($381,084)",$1 ,159156000.00%,$115.75 ,$240.00 ,"13,750","14,456",8,95.10%,96.10%,-1%
05/07/2017,"$1,539,527 ","$1,591,560 ","($52,033)",$1 ,153952700.00%,$116.98 ,$240.00 ,"13,161","14,456",8,91%,95.10%,-4.10%
05/14/2017,"$1,641,456 ","$1,539,527 ","$101,929 ",$1 ,164145600.00%,$116.99 ,$240.00 ,"14,031","14,456",8,97.10%,91%,6.10%
05/21/2017,"$1,730,401 ","$1,641,456 ","$88,945 ",$1 ,173040100.00%,$117.42 ,$240.00 ,"14,737","14,936",8,98.70%,97.10%,1.60%
05/28/2017,"$1,803,868 ","$1,730,401 ","$73,467 ",$1 ,180386800.00%,$120.60 ,$240.00 ,"14,957","15,408",8,97.10%,98.70%,-1.60%
06/04/2017,"$1,862,923 ","$1,803,868 ","$59,055 ",$1 ,186292300.00%,$123.82 ,$240.00 ,"15,046","15,408",8,97.70%,97.10%,0.60%
06/11/2017,"$1,929,353 ","$1,862,923 ","$66,430 ",$1 ,192935300.00%,$125.70 ,$240.00 ,"15,349","15,408",8,99.60%,97.70%,1.90%
06/18/2017,"$1,959,694 ","$1,929,353 ","$30,341 ",$1 ,195969400.00%,$127.66 ,$240.00 ,"15,351","15,408",8,99.60%,99.60%,0%
06/25/2017,"$1,975,981 ","$1,959,694 ","$16,287 ",$1 ,197598100.00%,$128.29 ,$240.00 ,"15,402","15,408",8,100%,99.60%,0.40%
07/02/2017,"$2,000,408 ","$1,975,981 ","$24,427 ",$1 ,200040800.00%,$126.16 ,$240.00 ,"15,856","16,263",9,97.50%,100%,-2.50%
07/09/2017,"$1,920,520 ","$2,000,408 ","($79,888)",$1 ,192052000.00%,$126.98 ,$240.00 ,"15,125","15,408",8,98.20%,97.50%,0.70%
07/16/2017,"$1,900,445 ","$1,920,520 ","($20,075)",$1 ,190044500.00%,$127.04 ,$240.00 ,"14,960","15,408",8,97.10%,98.20%,-1.10%
07/23/2017,"$1,948,437 ","$1,900,445 ","$47,992 ",$1 ,194843700.00%,$128.25 ,$240.00 ,"15,193","15,408",8,98.60%,97.10%,1.50%
07/30/2017,"$1,996,228 ","$1,948,437 ","$47,791 ",$1 ,199622800.00%,$129.67 ,$240.00 ,"15,395","15,408",8,99.90%,98.60%,1.30%
08/06/2017,"$1,952,642 ","$1,996,228 ","($43,586)",$1 ,195264200.00%,$128.24 ,$240.00 ,"15,226","15,408",8,98.80%,99.90%,-1.10%
08/13/2017,"$2,066,330 ","$1,952,642 ","$113,688 ",$1 ,206633000.00%,$126.32 ,$240.00 ,"16,358","17,334",9,94.40%,98.80%,-4.40%
08/20/2017,"$1,792,574 ","$2,066,330 ","($273,756)",$1 ,179257400.00%,$126.51 ,$240.00 ,"14,169","14,456",8,98%,94.40%,3.60%
08/27/2017,"$1,608,955 ","$1,792,574 ","($183,619)",$1 ,160895500.00%,$120.47 ,$240.00 ,"13,356","14,456",8,92.40%,98%,-5.60%
09/03/2017,"$1,674,670 ","$1,608,955 ","$65,715 ",$1 ,167467000.00%,$121.36 ,$240.00 ,"13,799","14,456",8,95.50%,92.40%,3.10%
09/10/2017,"$1,420,778 ","$1,674,670 ","($253,892)",$1 ,142077800.00%,$100.38 ,$240.00 ,"14,154","14,456",8,97.90%,95.50%,2.40%
09/17/2017,"$1,492,477 ","$1,420,778 ","$71,699 ",$1 ,149247700.00%,$102.63 ,$240.00 ,"14,542","14,936",8,97.40%,97.90%,-0.50%
09/24/2017,"$1,408,133 ","$1,492,477 ","($84,344)",$1 ,140813300.00%,$114.08 ,$240.00 ,"12,343","14,456",8,85.40%,97.40%,-12%
10/01/2017,"$1,419,065 ","$1,408,133 ","$10,932 ",$1 ,141906500.00%,$111.88 ,$240.00 ,"12,684","14,456",8,87.70%,85.40%,2.30%
10/08/2017,"$1,869,463 ","$1,419,065 ","$450,398 ",$1 ,186946300.00%,$127.54 ,$240.00 ,"14,658","14,936",8,98.10%,87.70%,10.40%
10/15/2017,"$1,767,617 ","$1,869,463 ","($101,846)",$1 ,176761700.00%,$120.86 ,$240.00 ,"14,625","14,936",8,97.90%,98.10%,-0.20%
10/22/2017,"$1,695,922 ","$1,767,617 ","($71,695)",$1 ,169592200.00%,$118.55 ,$240.00 ,"14,305","14,456",8,99%,97.90%,1.10%
10/29/2017,"$1,524,660 ","$1,695,922 ","($171,262)",$1 ,152466000.00%,$110.68 ,$240.00 ,"13,775","14,456",8,95.30%,99%,-3.70%
11/05/2017,"$1,514,501 ","$1,524,660 ","($10,159)",$1 ,151450100.00%,$116.45 ,$240.00 ,"13,006","14,456",8,90%,95.30%,-5.30%
11/12/2017,"$1,629,694 ","$1,514,501 ","$115,193 ",$1 ,162969400.00%,$117.11 ,$240.00 ,"13,916","14,456",8,96.30%,90%,6.30%
11/19/2017,"$1,464,141 ","$1,629,694 ","($165,553)",$1 ,146414100.00%,$108.91 ,$240.00 ,"13,443","14,456",8,93%,96.30%,-3.30%
11/26/2017,"$2,401,024 ","$1,464,141 ","$936,883 ",$1 ,240102400.00%,$159.60 ,$240.00 ,"15,044","15,408",8,97.60%,93%,4.60%
12/03/2017,"$1,825,028 ","$2,401,024 ","($575,996)",$1 ,182502800.00%,$131.04 ,$240.00 ,"13,927","14,456",8,96.30%,97.60%,-1.30%
12/10/2017,"$1,894,095 ","$1,825,028 ","$69,067 ",$1 ,189409500.00%,$131.24 ,$240.00 ,"14,432","14,456",8,99.80%,96.30%,3.50%
12/17/2017,"$2,000,828 ","$1,894,095 ","$106,733 ",$1 ,200082800.00%,$136.56 ,$240.00 ,"14,652","14,936",8,98.10%,99.80%,-1.70%
12/24/2017,"$2,220,606 ","$2,000,828 ","$219,778 ",$1 ,222060600.00%,$145.02 ,$240.00 ,"15,312","15,408",8,99.40%,98.10%,1.30%
12/31/2017,"$3,301,067 ","$2,220,606 ","$1,080,461 ",$1 ,330106700.00%,$190.44 ,$240.00 ,"17,334","17,334",9,100%,99.40%,0.60%
01/07/2018,"$1,926,621 ","$3,301,067 ","($1,374,446)",$1 ,192662100.00%,$128.32 ,$240.00 ,"15,014","15,408",8,97.40%,100%,-2.60%
01/14/2018,"$1,646,233 ","$1,926,621 ","($280,388)",$1 ,164623300.00%,$119.79 ,$240.00 ,"13,743","14,456",8,95.10%,97.40%,-2.30%
01/21/2018,"$1,583,593 ","$1,646,233 ","($62,640)",$1 ,158359300.00%,$104.76 ,$240.00 ,"15,116","15,408",8,98.10%,95.10%,3%
01/28/2018,"$1,497,083 ","$1,583,593 ","($86,510)",$1 ,149708300.00%,$98.73 ,$240.00 ,"15,163","15,408",8,98.40%,98.10%,0.30%
02/04/2018,"$1,369,479 ","$1,497,083 ","($127,604)",$1 ,136947900.00%,$92.13 ,$240.00 ,"14,864","14,936",8,99.50%,98.40%,1.10%
02/11/2018,"$1,311,395 ","$1,369,479 ","($58,084)",$1 ,131139500.00%,$99.09 ,$240.00 ,"13,235","14,456",8,91.60%,99.50%,-7.90%
02/18/2018,"$1,818,771 ","$1,311,395 ","$507,376 ",$1 ,181877100.00%,$124.01 ,$240.00 ,"14,666","14,936",8,98.20%,91.60%,6.60%
02/25/2018,"$1,744,347 ","$1,818,771 ","($74,424)",$1 ,174434700.00%,$117.12 ,$240.00 ,"14,894","14,936",8,99.70%,98.20%,1.50%
03/04/2018,"$1,375,941 ","$1,744,347 ","($368,406)",$1 ,137594100.00%,$98.68 ,$240.00 ,"13,944","14,456",8,96.50%,99.70%,-3.20%
03/11/2018,"$1,572,946 ","$1,375,941 ","$197,005 ",$1 ,157294600.00%,$106.62 ,$240.00 ,"14,753","14,936",8,98.80%,96.50%,2.30%
03/18/2018,"$1,877,627 ","$1,572,946 ","$304,681 ",$1 ,187762700.00%,$122.54 ,$240.00 ,"15,322","15,408",8,99.40%,98.80%,0.60%
03/25/2018,"$1,815,639 ","$1,877,627 ","($61,988)",$1 ,181563900.00%,$119.97 ,$240.00 ,"15,134","15,408",8,98.20%,99.40%,-1.20%
04/01/2018,"$2,723,040 ","$1,815,639 ","$907,401 ",$1 ,272304000.00%,$158.41 ,$240.00 ,"17,190","17,334",9,99.20%,98.20%,1%
04/08/2018,"$2,390,664 ","$2,723,040 ","($332,376)",$1 ,239066400.00%,$155.25 ,$240.00 ,"15,399","15,408",8,99.90%,99.20%,0.70%
04/15/2018,"$1,744,175 ","$2,390,664 ","($646,489)",$1 ,174417500.00%,$119.47 ,$240.00 ,"14,599","14,936",8,97.70%,99.90%,-2.20%
04/22/2018,"$1,798,728 ","$1,744,175 ","$54,553 ",$1 ,179872800.00%,$119.24 ,$240.00 ,"15,085","15,408",8,97.90%,97.70%,0.20%
04/29/2018,"$1,651,308 ","$1,798,728 ","($147,420)",$1 ,165130800.00%,$115.88 ,$240.00 ,"14,250","14,456",8,98.60%,97.90%,0.70%
05/06/2018,"$1,493,289 ","$1,651,308 ","($158,019)",$1 ,149328900.00%,$114.31 ,$240.00 ,"13,063","14,456",8,90.40%,98.60%,-8.20%
05/13/2018,"$1,541,991 ","$1,493,289 ","$48,702 ",$1 ,154199100.00%,$115.31 ,$240.00 ,"13,372","14,456",8,92.50%,90.40%,2.10%
05/20/2018,"$1,749,587 ","$1,541,991 ","$207,596 ",$1 ,174958700.00%,$116.93 ,$240.00 ,"14,963","15,408",8,97.10%,92.50%,4.60%
05/27/2018,"$1,805,838 ","$1,749,587 ","$56,251 ",$1 ,180583800.00%,$119.06 ,$240.00 ,"15,168","15,408",8,98.40%,97.10%,1.30%
06/03/2018,"$1,854,648 ","$1,805,838 ","$48,810 ",$1 ,185464800.00%,$121.69 ,$240.00 ,"15,241","15,408",8,98.90%,98.40%,0.50%
06/10/2018,"$1,923,023 ","$1,854,648 ","$68,375 ",$1 ,192302300.00%,$125.27 ,$240.00 ,"15,351","15,408",8,99.60%,98.90%,0.70%
06/17/2018,"$1,945,441 ","$1,923,023 ","$22,418 ",$1 ,194544100.00%,$127.10 ,$240.00 ,"15,306","15,408",8,99.30%,99.60%,-0.30%
06/24/2018,"$1,982,377 ","$1,945,441 ","$36,936 ",$1 ,198237700.00%,$128.98 ,$240.00 ,"15,370","15,408",8,99.80%,99.30%,0.50%
07/01/2018,"$1,963,807 ","$1,982,377 ","($18,570)",$1 ,196380700.00%,$130.15 ,$240.00 ,"15,089","15,408",8,97.90%,99.80%,-1.90%
07/08/2018,"$1,981,742 ","$1,963,807 ","$17,935 ",$1 ,198174200.00%,$134.30 ,$240.00 ,"14,756","14,936",8,98.80%,97.90%,0.90%
07/15/2018,"$1,864,640 ","$1,981,742 ","($117,102)",$1 ,186464000.00%,$127.49 ,$240.00 ,"14,626","14,936",8,97.90%,98.80%,-0.90%
07/22/2018,"$1,958,763 ","$1,864,640 ","$94,123 ",$1 ,195876300.00%,$127.70 ,$240.00 ,"15,339","15,408",8,99.60%,97.90%,1.70%
07/29/2018,"$2,199,140 ","$1,958,763 ","$240,377 ",$1 ,219914000.00%,$127.93 ,$240.00 ,"17,190","17,334",9,99.20%,99.60%,-0.40%
08/05/2018,"$1,921,398 ","$2,199,140 ","($277,742)",$1 ,192139800.00%,$126.15 ,$240.00 ,"15,231","15,408",8,98.90%,99.20%,-0.30%
08/12/2018,"$1,899,969 ","$1,921,398 ","($21,429)",$1 ,189996900.00%,$126.86 ,$240.00 ,"14,977","15,408",8,97.20%,98.90%,-1.70%
08/19/2018,"$1,760,385 ","$1,899,969 ","($139,584)",$1 ,176038500.00%,$124.92 ,$240.00 ,"14,092","14,456",8,97.50%,97.20%,0.30%
08/26/2018,"$1,467,931 ","$1,760,385 ","($292,454)",$1 ,146793100.00%,$114.02 ,$240.00 ,"12,874","14,456",8,89.10%,97.50%,-8.40%
09/02/2018,"$1,539,772 ","$1,467,931 ","$71,841 ",$1 ,153977200.00%,$117.93 ,$240.00 ,"13,057","14,456",8,90.30%,89.10%,1.20%
09/09/2018,"$1,406,290 ","$1,539,772 ","($133,482)",$1 ,140629050.00%,$93.71 ,$240.00 ,"15,007","15,408",8,97.40%,90.30%,7.10%
09/16/2018,"$1,460,436 ","$1,406,290 ","$54,146 ",$1 ,146043600.00%,$95.38 ,$240.00 ,"15,312","15,408",8,99.40%,97.40%,2%
09/23/2018,"$1,311,800 ","$1,460,436 ","($148,636)",$1 ,131180050.00%,$112.47 ,$240.00 ,"11,664","14,456",8,80.70%,99.40%,-18.70%
09/30/2018,"$1,335,224 ","$1,311,800 ","$23,424 ",$1 ,133522400.00%,$112.54 ,$240.00 ,"11,864","14,456",8,82.10%,80.70%,1.40%
10/07/2018,"$1,773,676 ","$1,335,224 ","$438,452 ",$1 ,177367600.00%,$126.42 ,$240.00 ,"14,030","14,456",8,97.10%,82.10%,15%
10/14/2018,"$1,649,536 ","$1,773,676 ","($124,140)",$1 ,164953600.00%,$119.97 ,$240.00 ,"13,749","14,456",8,95.10%,97.10%,-2%
10/21/2018,"$1,704,955 ","$1,649,536 ","$55,419 ",$1 ,170495500.00%,$120.19 ,$240.00 ,"14,185","14,456",8,98.10%,95.10%,3%
10/28/2018,"$1,545,030 ","$1,704,955 ","($159,925)",$1 ,154503000.00%,$114.78 ,$240.00 ,"13,461","14,456",8,93.10%,98.10%,-5%
11/04/2018,"$1,676,014 ","$1,545,030 ","$130,984 ",$1 ,167601400.00%,$124.08 ,$240.00 ,"13,508","14,456",8,93.40%,93.10%,0.30%
11/11/2018,"$1,770,608 ","$1,676,014 ","$94,594 ",$1 ,177060800.00%,$121.27 ,$240.00 ,"14,601","14,936",8,97.80%,93.40%,4.40%
11/18/2018,"$1,527,418 ","$1,770,608 ","($243,190)",$1 ,152741800.00%,$112.82 ,$240.00 ,"13,538","14,456",8,93.60%,97.80%,-4.20%
11/25/2018,"$2,478,106 ","$1,527,418 ","$950,688 ",$1 ,247810600.00%,$165.49 ,$240.00 ,"14,974","15,408",8,97.20%,93.60%,3.60%
12/02/2018,"$1,874,882 ","$2,478,106 ","($603,224)",$1 ,187488200.00%,$131.42 ,$240.00 ,"14,266","14,456",8,98.70%,97.20%,1.50%
12/09/2018,"$2,000,580 ","$1,874,882 ","$125,698 ",$1 ,200058000.00%,$136.40 ,$240.00 ,"14,667","14,936",8,98.20%,98.70%,-0.50%
12/16/2018,"$2,045,142 ","$2,000,580 ","$44,562 ",$1 ,204514200.00%,$137.56 ,$240.00 ,"14,867","14,936",8,99.50%,98.20%,1.30%
12/23/2018,"$2,264,992 ","$2,045,142 ","$219,850 ",$1 ,226499200.00%,$147.65 ,$240.00 ,"15,340","15,408",8,99.60%,99.50%,0.10%
12/30/2018,"$3,411,819 ","$2,264,992 ","$1,146,827 ",$1 ,341181900.00%,$196.83 ,$240.00 ,"17,334","17,334",9,100%,99.60%,0.40%
01/06/2019,"$2,040,256 ",$0 ,"$2,040,256 ",$1 ,204025600.00%,$135.49 ,$240.00 ,"15,058","15,408",8,97.70%,0%,0%
01/13/2019,"$1,403,103 ","$2,040,256 ","($637,153)",$1 ,140310300.00%,$107.03 ,$240.00 ,"13,109","14,456",8,90.70%,0%,90.70%
01/20/2019,"$1,478,702 ","$1,403,103 ","$75,599 ",$1 ,147870200.00%,$110.26 ,$240.00 ,"13,411","14,456",8,92.80%,90.70%,2.10%
01/27/2019,"$1,532,751 ","$1,478,702 ","$54,049 ",$1 ,153275100.00%,$107.31 ,$240.00 ,"14,283","14,456",8,98.80%,92.80%,6%
02/03/2019,"$1,363,202 ","$1,532,751 ","($169,550)",$1 ,136320150.00%,$95.82 ,$240.00 ,"14,227","14,456",8,98.40%,98.80%,-0.40%
02/10/2019,"$1,445,082 ","$1,363,202 ","$81,881 ",$1 ,144508250.00%,$98.53 ,$240.00 ,"14,667","14,936",8,98.20%,98.40%,-0.20%
02/17/2019,"$1,644,307 ","$1,445,082 ","$199,224 ",$1 ,164430700.00%,$118.24 ,$240.00 ,"13,906","14,456",8,96.20%,98.20%,-2%
02/24/2019,"$1,609,708 ","$1,644,307 ","($34,599)",$1 ,160970800.00%,$121.31 ,$240.00 ,"13,269","14,456",8,91.80%,96.20%,-4.40%
03/03/2019,"$1,350,938 ","$1,609,708 ","($258,770)",$1 ,135093800.00%,$102.92 ,$240.00 ,"13,126","14,456",8,90.80%,91.80%,-1%
03/10/2019,"$1,555,919 ","$1,350,938 ","$204,981 ",$1 ,155591900.00%,$106.60 ,$240.00 ,"14,596","14,936",8,97.70%,90.80%,6.90%
03/17/2019,"$1,836,854 ","$1,555,919 ","$280,935 ",$1 ,183685400.00%,$119.29 ,$240.00 ,"15,398","15,408",8,99.90%,97.70%,2.20%
03/24/2019,"$1,937,089 ","$1,836,854 ","$100,235 ",$1 ,193708900.00%,$125.88 ,$240.00 ,"15,388","15,408",8,99.90%,99.90%,0%
03/31/2019,"$1,925,972 ","$1,937,089 ","($11,117)",$1 ,192597200.00%,$125.25 ,$240.00 ,"15,377","15,408",8,99.80%,99.90%,-0.10%
04/07/2019,"$1,833,162 ","$1,925,972 ","($92,810)",$1 ,183316200.00%,$122.94 ,$240.00 ,"14,911","14,936",8,99.80%,99.80%,0%
04/14/2019,"$1,756,669 ","$1,833,162 ","($76,493)",$1 ,175666900.00%,$122.51 ,$240.00 ,"14,339","14,456",8,99.20%,99.80%,-0.60%
04/21/2019,"$2,633,078 ","$1,756,669 ","$876,409 ",$1 ,263307800.00%,$155.53 ,$240.00 ,"16,930","17,334",9,97.70%,99.20%,-1.50%
04/28/2019,"$2,001,066 ","$2,633,078 ","($632,012)",$1 ,200106600.00%,$141.19 ,$240.00 ,"14,173","14,456",8,98%,97.70%,0.30%
05/05/2019,"$1,610,389 ","$2,001,066 ","($390,677)",$1 ,161038900.00%,$115.76 ,$240.00 ,"13,911","14,456",8,96.20%,98%,-1.80%
05/12/2019,"$1,588,434 ","$1,610,389 ","($21,955)",$1 ,158843400.00%,$117.82 ,$240.00 ,"13,482","14,456",8,93.30%,96.20%,-2.90%
05/19/2019,"$1,660,962 ","$1,588,434 ","$72,528 ",$1 ,166096200.00%,$117.30 ,$240.00 ,"14,160","14,456",8,98%,93.30%,4.70%
05/26/2019,"$1,751,069 ","$1,660,962 ","$90,107 ",$1 ,175106900.00%,$120.27 ,$240.00 ,"14,559","14,936",8,97.50%,98%,-0.50%
06/02/2019,"$1,818,939 ","$1,751,069 ","$67,870 ",$1 ,181893900.00%,$125.98 ,$240.00 ,"14,438","14,456",8,99.90%,97.50%,2.40%
06/09/2019,"$1,960,837 ","$1,818,939 ","$141,898 ",$1 ,196083700.00%,$128.69 ,$240.00 ,"15,237","15,408",8,98.90%,99.90%,-1%
